,userId,birthDate,ageFilterMin,ageFilterMax,cityName,country,createDate,education,gender,interestedIn,genderFilter,instagram,spotify,jobs,educationLevel,schools,sexuality,AgeRange,AgeofUser,AgeofUserinYears,averageAgePref,agePreference,PreferYounger,PreferOlder,AgeofUserGroup,nrOfConversations,longestConversation,longestConversationInDays,averageConversationLength,averageConversationLengthInDays,medianConversationLength,medianConversationLengthInDays,nrOfOneMessageConversations,percentOfOneMessageConversations,nrOfGhostingsAfterInitialMessage,AverageLikes,AveragePasses,AverageMatches,AverageMessagesSent,AverageMessagesReceived,AveragePercentageSwipeRight,AverageMatchRate,id,ProfileShowsSchool,name,companyDisplayed,ProfileShowsJob,title
14,2930549c4925f1271dea905177e00449,2000-02-28 00:00:00+00:00,18,22,,,2020-01-02 02:12:34.016000+00:00,Has no high school or college education,M,F,F,FALSE,FALSE,[],Has no high school or college education,"[{'displayed': True, 'metadata_id': 'int_12168', 'name': 'University of Calgary'}]",Straight Male,4,7248 days 02:12:34.016000,20,20,Prefer older,0,0,"(18.0, 21.0]",5,4,2.033877315,2,0.592708333,1,0,3,60,0,64.41666667,66.28787879,0.424242424,0.151515152,0.181818182,0.492841825,0.006585911,None,TRUE,University of Calgary,FALSE,FALSE,FALSE
15,270ce10926b5753f21f23d1233717384,2001-08-30 00:00:00+00:00,18,22,,,2020-03-31 11:49:41.108000+00:00,Has no high school or college education,M,F,F,FALSE,FALSE,[],Has no high school or college education,,Straight Male,4,6788 days 11:49:41.108000,19,20,Prefer older,0,0,"(18.0, 21.0]",23,103,17.2437963,16.26086957,1.475708031,7,0.345659722,3,13.04347826,2,330.9134615,635,1.865384615,7.230769231,7.865384615,0.34259121,0.005637077,None,FALSE,None,FALSE,FALSE,FALSE
16,24b34e806295a8d845787297c1701a83,1994-03-12 00:00:00+00:00,18,100,,,2019-09-23 14:57:47.359000+00:00,Has no high school or college education,M,F,F,FALSE,FALSE,[],Has no high school or college education,"[{'displayed': True, 'metadata_id': 'int_16617', 'name': 'Università commerciale Luigi Bocconi'}]",Straight Male,82,9326 days 14:57:47.359000,26,59,Prefer older,0,0,"(25.0, 30.0]",2743,404,94.41210648,4.678454247,1.17190584,2,0.000104167,1257,45.82573824,82,281.0032051,59,24.36538462,82.83333333,64.35897436,0.826472224,0.086708565,None,TRUE,Università commerciale Luigi Bocconi,FALSE,FALSE,FALSE
17,44ad386e4d315e8efc7dd2e6ddb0df15,1982-02-11 00:00:00+00:00,23,43,,,2018-04-30 22:30:52.537000+00:00,Has no high school or college education,M,F,F,FALSE,FALSE,"[{'companyDisplayed': False, 'titleDisplayed': True, 'title': 'Physician'}]",Has no high school or college education,"[{'displayed': True, 'name': 'Washington and Lee University'}]",Straight Male,20,13227 days 22:30:52.537000,36,33,Prefer younger,0,0,"(35.0, 40.0]",194,38,71.25421296,3.958762887,1.643342342,1,0,83,42.78350515,17,45.22979398,66.83201268,0.484944532,1.218700475,1.247226624,0.403614713,0.010721794,None,TRUE,Washington and Lee University,FALSE,TRUE,Physician
18,380391c66f76c2f858d393314171b154,1992-05-06 00:00:00+00:00,23,32,,,2020-05-08 00:14:19.906000+00:00,Has no high school or college education,M,F,F,FALSE,TRUE,[],Has no high school or college education,[],Straight Male,9,10229 days 00:14:19.906000,28,27.5,Prefer younger,0,0,"(25.0, 30.0]",44,289,16.59622685,19.04545455,1.595475326,3,0.089791667,9,20.45454545,1,352.3703704,600.0740741,2.518518519,31.18518519,25.74074074,0.369964225,0.007147362,None,FALSE,None,FALSE,FALSE,FALSE
19,41710353e1db856531fde70c26660a19,1999-06-30 00:00:00+00:00,22,27,Newport Beach,CA,2018-05-23 00:57:52.346000+00:00,Has no high school or college education,F,M,M,FALSE,TRUE,[],Has no high school or college education,"[{'displayed': True, 'metadata_id': 'ope_124500', 'name': 'Mt San Antonio College'}]",Straight Female,5,6902 days 00:57:52.346000,19,24.5,Prefer older,0,1,"(18.0, 21.0]",368,183,597.2832986,8.472826087,3.387779445,3,0.028541667,51,13.85869565,75,116.9720497,225.5590062,4.645962733,19.36645963,23.8757764,0.341493268,0.039718572,None,TRUE,Mt San Antonio College,FALSE,FALSE,FALSE
20,4245f5c0db08dd6d55acf3f7ca17b736,1999-03-23 00:00:00+00:00,18,22,,,2019-03-30 03:17:31.930000+00:00,Has no high school or college education,M,F,F,FALSE,FALSE,[],Has no high school or college education,"[{'displayed': True, 'metadata_id': 'int_12150', 'name': 'SAIT Polytechnic'}]",Straight Male,4,7312 days 03:17:31.930000,20,20,Prefer older,0,0,"(18.0, 21.0]",10,15,0.851087963,2.4,0.08512963,1,0,7,70,1,40.07647059,28.02352941,0.247058824,0.282352941,0.152941176,0.588494429,0.006164685,None,TRUE,SAIT Polytechnic,FALSE,FALSE,FALSE
21,454113adff582118a15241c378c26b08,1989-12-23 00:00:00+00:00,20,35,Indianapolis,IN,2018-09-27 04:19:41.784000+00:00,Has no high school or college education,M,F,F,TRUE,TRUE,[],Has no high school or college education,[],Straight Male,15,10505 days 04:19:41.784000,29,27.5,Prefer younger,0,0,"(25.0, 30.0]",222,132,152.3870486,13.02702703,3.945888597,4,0.159606481,67,30.18018018,4,63.40544872,99.18269231,0.826923077,9.272435897,7.246794872,0.389975851,0.01304183,None,FALSE,None,FALSE,FALSE,FALSE
22,532f0eaeccfd3cfc16c3f19c01986d37,1998-01-01 00:00:00+00:00,21,35,Oslo,Norway,2016-01-01 09:30:07.551000+00:00,Has high school and/or college education,M,F,F,FALSE,FALSE,"[{'companyDisplayed': False, 'titleDisplayed': False, 'title': False}]",Has high school and/or college education,"[{'displayed': False, 'name': 'MIT'}]",Straight Male,14,6574 days 09:30:07.551000,18,28,Prefer older,0,1,,624,133,533.1965856,9.137820513,10.00832964,3,0.120416667,188,30.12820513,54,51.24528302,51.39832285,6.951781971,7.253668763,6.874213836,0.499254509,0.135657012,None,FALSE,MIT,FALSE,FALSE,FALSE
23,4f26f7cc49a287a6c05379c899640e66,1984-09-14 00:00:00+00:00,18,34,,,2013-09-30 08:26:55.775000+00:00,Has high school and/or college education,M,F,F,FALSE,TRUE,"[{'companyDisplayed': True, 'titleDisplayed': True, 'title': 'Scientist'}]",Has high school and/or college education,,Straight Male,16,10608 days 08:26:55.775000,29,26,Prefer younger,0,0,"(25.0, 30.0]",211,144,90.56608796,5.090047393,2.538349021,1,0,83,39.33649289,45,47.11568938,38.69968304,0.449286846,0.62044374,0.695721078,0.54903554,0.009535822,None,FALSE,None,TRUE,TRUE,Scientist
24,4ad5952d20a1b415d90767f63faa8d35,1995-08-07 00:00:00+00:00,20,29,,,2014-06-22 18:41:47.129000+00:00,Has high school and/or college education,M,F,F,FALSE,TRUE,[],Has high school and/or college education,[],Straight Male,9,6894 days 18:41:47.129000,19,24.5,Prefer older,0,1,"(18.0, 21.0]",87,76,1280.773044,9.827586207,21.46061449,2,0.000277778,7,8.045977011,33,52.74937656,45.67331671,1.266832918,1.351620948,1.06234414,0.535947298,0.024016074,None,FALSE,None,FALSE,FALSE,FALSE
25,51fc9e218bb9785ef8a6814e282cf8d8,1995-07-08 00:00:00+00:00,18,100,,,2016-02-15 13:35:24.400000+00:00,Has no high school or college education,M,F,F,TRUE,TRUE,[],Has no high school or college education,[],Straight Male,82,7527 days 13:35:24.400000,21,59,Prefer older,0,0,"(18.0, 21.0]",273,76,816.7718519,4.615384615,10.28288576,2,0.000150463,94,34.43223443,2,43.38392089,59.07652623,0.9638865,1.081685297,0.856405847,0.423421155,0.022217598,None,FALSE,None,FALSE,FALSE,FALSE
26,53f6bdb7eeb0c0eedf8dbf5c271ff887,1999-11-24 00:00:00+00:00,18,100,,,2017-12-12 06:15:33.466000+00:00,Has high school and/or college education,M,F,F,FALSE,TRUE,[],Has high school and/or college education,[],Straight Male,82,6593 days 06:15:33.466000,18,59,Prefer older,0,0,,1387,169,227.6294792,4.992790195,1.776893992,2,0.000219907,492,35.47224225,163,76.52140818,109.1807802,6.385347288,6.597526166,7.225499524,0.412065193,0.08344524,None,FALSE,None,FALSE,FALSE,FALSE
27,5862323c0e2699aad17a79418a0709a6,1995-05-08 00:00:00+00:00,18,28,Paris,France,2016-07-14 17:23:00.680000+00:00,Has no high school or college education,M,F,F,FALSE,TRUE,"[{'companyDisplayed': False, 'titleDisplayed': True, 'title': 'Product designer'}]",Has no high school or college education,"[{'displayed': True, 'name': 'Hyper Island'}]",Straight Male,10,7738 days 17:23:00.680000,21,23,Prefer older,0,0,"(18.0, 21.0]",471,502,203.8496065,5.486199575,2.066334066,1,0,223,47.34607219,52,129.4386042,132.4699647,1.21024735,2.290636042,2.090106007,0.494212941,0.009349972,None,TRUE,Hyper Island,FALSE,TRUE,Product designer
28,59ac56fc75373a1228759057df2aa401,1990-05-09 00:00:00+00:00,22,31,Lyon,France,2019-06-21 18:09:44.923000+00:00,Has no high school or college education,M,F,F,FALSE,FALSE,[],Has no high school or college education,,Straight Male,9,10635 days 18:09:44.923000,29,26.5,Prefer younger,0,0,"(25.0, 30.0]",16,140,8.111956019,13.125,1.050276331,4,0.0246875,4,25,2,64.60062893,85.53459119,0.182389937,1.320754717,1.603773585,0.430282973,0.002823346,None,FALSE,None,FALSE,FALSE,FALSE
29,5861915cf3690b6a5c8e6ebebbc134de,1986-09-28 00:00:00+00:00,22,33,,,2015-01-21 06:23:11.200000+00:00,Has high school and/or college education,M,F,F,FALSE,FALSE,[],Has high school and/or college education,"[{'displayed': True, 'name': 'Carnegie Mellon University, St. Thomas TX'}]",Straight Male,11,10342 days 06:23:11.200000,28,27.5,Prefer younger,0,0,"(25.0, 30.0]",357,348,382.6201042,19.63305322,4.149132496,4,0.056111111,83,23.24929972,15,105.3457249,130.1087361,0.598513011,6.467472119,4.667286245,0.447414436,0.005681417,None,TRUE,"Carnegie Mellon University, St. Thomas TX",FALSE,FALSE,FALSE
30,5c7af04e285da1475c2348cec80b49ea,1997-05-14 00:00:00+00:00,20,24,,,2019-10-21 20:54:55.427000+00:00,Has no high school or college education,M,F,F,TRUE,FALSE,[],Has no high school or college education,[],Straight Male,4,8195 days 20:54:55.427000,22,22,Prefer older,0,0,"(21.0, 25.0]",3,2,0.000277778,1.666666667,0.000142747,2,0.000150463,1,33.33333333,0,52.54666667,35.49333333,0.253333333,0.066666667,0,0.596849917,0.004821111,None,FALSE,None,FALSE,FALSE,FALSE
31,5abd4f7ec9779bbd8a961a4aab26b4b1,2000-05-19 00:00:00+00:00,18,28,,,2019-12-10 20:34:26.318000+00:00,Has no high school or college education,M,M,M,FALSE,FALSE,[],Has no high school or college education,"[{'displayed': True, 'name': ""Ecole pour l'Informatique et les Techniques Avancées""}]",Gay Male,10,7144 days 20:34:26.318000,20,23,Prefer older,0,0,"(18.0, 21.0]",81,36,17.90537037,2.839506173,0.426247142,1,0,13,16.04938272,39,24.89261745,39.75838926,2.161073826,1.55033557,2.382550336,0.385030624,0.086815853,None,TRUE,Ecole pour l'Informatique et les Techniques Avancées,FALSE,FALSE,FALSE
32,53fbeac29abbe82a1b778ab236e9ecb7,1982-10-29 00:00:00+00:00,18,41,,,2016-08-03 08:08:12.702000+00:00,Has high school and/or college education,M,F,F,TRUE,FALSE,"[{'companyDisplayed': True, 'titleDisplayed': True, 'title': 'Sr. Director'}]",Has high school and/or college education,"[{'displayed': True, 'id': '107674515922630', 'name': 'University of British Columbia', 'type': 'College', 'year': '2005'}]",Straight Male,23,12332 days 08:08:12.702000,34,29.5,Prefer younger,0,0,"(30.0, 35.0]",1275,868,920.4778472,20.21568627,11.00542321,5,0.031967593,138,10.82352941,66,35.27177294,38.10108865,2.060653188,20.0318818,12.6407465,0.480719604,0.058422161,1.07675E+14,TRUE,University of British Columbia,TRUE,TRUE,Sr. Director
33,5e74c3d604ed70dd473c784d040fdbdc,1989-01-01 00:00:00+00:00,24,45,,,2019-04-22 19:14:27.779000+00:00,Has no high school or college education,M,F,F,TRUE,FALSE,"[{'companyDisplayed': False, 'titleDisplayed': True, 'title': 'Architecte IT'}]",Has no high school or college education,,Straight Male,21,11068 days 19:14:27.779000,30,34.5,Prefer older,0,0,"(25.0, 30.0]",133,1480,49.92792824,41.35338346,5.698310185,6,2.533078704,16,12.03007519,0,74.08949881,85.23389021,0.336515513,13.12410501,10.30787589,0.465025878,0.004542014,None,FALSE,None,FALSE,TRUE,Architecte IT
34,607f0ad12c1efcaddc6de05081c2376e,1998-06-27 00:00:00+00:00,18,45,,,2019-03-09 16:22:46.477000+00:00,Has no high school or college education,M,F,F,FALSE,FALSE,[],Has no high school or college education,"[{'displayed': True, 'metadata_id': 'int_12204', 'name': 'University of Western Ontario'}]",Straight Male,27,7560 days 16:22:46.477000,21,31.5,Prefer older,0,0,"(18.0, 21.0]",155,185,39.38972222,8.264516129,0.855385902,2,9.26E-05,34,21.93548387,40,16.30980392,12.81960784,5.419607843,5.023529412,3.882352941,0.559908454,0.332291416,None,TRUE,University of Western Ontario,FALSE,FALSE,FALSE
35,62292fba3e9dd9af3827c98c3500912b,1997-07-04 00:00:00+00:00,19,30,Richmond,VA,2020-02-29 22:50:49.543000+00:00,Has no high school or college education,M,F,F,FALSE,FALSE,[],Has no high school or college education,[],Straight Male,11,8275 days 22:50:49.543000,23,24.5,Prefer older,0,0,"(21.0, 25.0]",101,20,31.01868056,2.891089109,1.109878415,1,0,26,25.74257426,32,62.42506143,87.49140049,1.85012285,0.749385749,0.769041769,0.416398977,0.029637501,None,FALSE,None,FALSE,FALSE,FALSE
36,62325f1c561e603ccebfdcb432dda0e8,1989-07-30 00:00:00+00:00,27,35,,,2015-05-02 06:52:51.413000+00:00,Has no high school or college education,M,F,F,FALSE,FALSE,"[{'companyDisplayed': False, 'titleDisplayed': True, 'title': 'Software Developer'}]",Has no high school or college education,[],Straight Male,8,9407 days 06:52:51.413000,26,31,Prefer older,0,1,"(25.0, 30.0]",817,170,309.2199421,8.944920441,2.610448386,3,0.001180556,104,12.72949816,229,34.44902724,30.42178988,2.939299611,5.350972763,6.420233463,0.53104044,0.085323153,None,FALSE,None,FALSE,TRUE,Software Developer
37,64762212f3f8897c359f19cb3012860d,1992-01-01 00:00:00+00:00,26,32,,,2020-06-25 14:43:10.501000+00:00,Has no high school or college education,F,M,M,FALSE,FALSE,[],Has no high school or college education,,Straight Female,6,10403 days 14:43:10.501000,28,29,Prefer older,0,0,"(25.0, 30.0]",15,59,0.082395833,6.066666667,0.010898148,1,0,1,6.666666667,7,549,1081.666667,6,10.11111111,15.44444444,0.336672118,0.010928962,None,FALSE,None,FALSE,FALSE,FALSE
38,72bbe06cfd45e7607593a2b21038eccc,1994-08-15 00:00:00+00:00,18,30,London,England,2018-09-13 18:44:49.774000+00:00,Has no high school or college education,M,F,F,FALSE,FALSE,[],Has no high school or college education,,Straight Male,12,8795 days 18:44:49.774000,24,24,Prefer older,0,0,"(21.0, 25.0]",157,281,215.006088,8.242038217,12.14275338,3,0.053125,52,33.12101911,5,116.9105392,167.8014706,0.610294118,3.171568627,2.583333333,0.410627354,0.005220181,None,FALSE,None,FALSE,FALSE,FALSE
39,63f8a7720b76ead4114b8c9fdfe2648a,1996-10-31 00:00:00+00:00,22,28,San Diego,CA,2019-04-29 02:07:10.277000+00:00,Has no high school or college education,F,M,M,FALSE,FALSE,[],Has no high school or college education,"[{'displayed': True, 'metadata_id': 'ope_280300', 'name': 'Rensselaer Polytechnic Institute'}]",Straight Female,6,8215 days 02:07:10.277000,22,25,Prefer older,0,0,"(21.0, 25.0]",540,22,19.27857639,1.285185185,0.325059735,0,0,93,17.22222222,325,238.935567,462.4639175,7.082474227,3.577319588,8.082474227,0.340655464,0.029641775,None,TRUE,Rensselaer Polytechnic Institute,FALSE,FALSE,FALSE
40,75fc16a59b2f777aa2c616dc3d58188e,1998-07-27 00:00:00+00:00,18,21,Cherbourg-en-Cotentin,France,2018-06-24 19:26:38.102000+00:00,Has no high school or college education,M,F,F,TRUE,TRUE,[],Has no high school or college education,[],Straight Male,3,7272 days 19:26:38.102000,20,19.5,Prefer younger,0,0,"(18.0, 21.0]",73,179,6.950555556,13.50684932,0.499948472,7,0.064224537,7,9.589041096,1,24.71571906,18.66889632,0.471571906,3.297658863,2.127090301,0.56968856,0.019079838,None,FALSE,None,FALSE,FALSE,FALSE
41,7921cd7e02c0ca9c32615ec7b25d9cac,1996-01-19 00:00:00+00:00,18,28,Jyväskylä,Finland,2016-06-09 17:37:52.573000+00:00,Has high school and/or college education,M,F,F,FALSE,FALSE,"[{'companyDisplayed': False, 'titleDisplayed': True, 'title': 'Web Developer'}]",Has high school and/or college education,,Straight Male,10,7447 days 17:37:52.573000,20,23,Prefer older,0,0,"(18.0, 21.0]",8,32,15.24770833,7.75,2.063919271,6,0.131921296,2,25,1,32.09815951,54.18865031,0.38190184,0.095092025,0.122699387,0.371993814,0.011897936,None,FALSE,None,FALSE,TRUE,Web Developer
42,7326d844ed769b1d987634d2a3ca18b9,1993-11-19 00:00:00+00:00,18,29,,,2014-09-15 21:35:39.623000+00:00,Has high school and/or college education,M,F,F,TRUE,TRUE,[],Has high school and/or college education,"[{'displayed': True, 'name': 'Université Nice Sophia Antipolis'}]",Straight Male,11,7605 days 21:35:39.623000,21,23.5,Prefer older,0,0,"(18.0, 21.0]",917,102,1217.548704,6.411123228,8.736718176,1,0,429,46.782988,33,45.59171861,58.93499555,1.335707925,5.228851291,4.988423865,0.436172886,0.029297161,None,TRUE,Université Nice Sophia Antipolis,FALSE,FALSE,FALSE
43,86f950ce43d7e88e291b5a0e0ecffca3,2000-07-09 00:00:00+00:00,18,24,São Paulo,Brasil,2019-08-20 23:19:20.198000+00:00,Has no high school or college education,M,F,F,TRUE,FALSE,[],Has no high school or college education,,Straight Male,6,6981 days 23:19:20.198000,19,21,Prefer older,0,0,"(18.0, 21.0]",887,168,264.0454051,4.932356257,3.660601839,2,8.10E-05,348,39.23337091,64,52.77622378,43.70629371,8.937062937,15.3041958,15.61538462,0.547002972,0.16933881,None,FALSE,None,FALSE,FALSE,FALSE
44,85c75c0bba5d0afbc4919e0797017e92,2000-04-06 00:00:00+00:00,18,24,,,2018-11-11 07:44:57.078000+00:00,Has no high school or college education,M,F,F,FALSE,TRUE,[],Has no high school or college education,"[{'displayed': True, 'name': 'University of Washington'}]",Straight Male,6,6793 days 07:44:57.078000,19,21,Prefer older,0,0,"(18.0, 21.0]",99,31,2.115752315,3.01010101,0.14788931,1,0,21,21.21212121,39,56.53402062,84.40206186,1.810309278,0.61443299,0.896907216,0.40113234,0.032021591,None,TRUE,University of Washington,FALSE,FALSE,FALSE
